"5205 NE 112TH AVE, 97220 ะ 1/14",5205 ne 112th ave,"5205 ne 112th ave, Portland OR",
"8028 N LOMBARD WAY, 97203 ะ 1/15",8028 n lombard way,"8028 n lombard way, Portland OR",
"3945 SW DOLPH CT, 97219 ะ 1/17",3945 sw dolph ct,"3945 sw dolph ct, Portland OR",
"5213 NE 112TH AVE, 97220 ะ 1/14",5213 ne 112th ave,"5213 ne 112th ave, Portland OR",
"13015 SE SHERMAN ST, 97233 ะ 1/15",13015 se sherman st,"13015 se sherman st, Portland OR",
"5414 SW ORCHID ST, 97219 ะ 1/24",5414 sw orchid st,"5414 sw orchid st, Portland OR",
"7539 SW 35TH AVE, 97219 ะ 1/22",7539 sw 35th ave,"7539 sw 35th ave, Portland OR",
"9639 SE FOSTER RD, 97266 ะ 1/24",9639 se foster rd,"9639 se foster rd, Portland OR",
"4011 SE 174TH AVE, 97236 ะ 1/24",4011 se 174th ave,"4011 se 174th ave, Portland OR",
"2629 SE 167TH AVE, 97236 ะ 1/28",2629 se 167th ave,"2629 se 167th ave, Portland OR",
"6331 SE 15TH AVE, 97202 ะ 1/31",6331 se 15th ave,"6331 se 15th ave, Portland OR",
"5124 NE MASON ST, 97218 ะ 1/29",5124 ne mason st,"5124 ne mason st, Portland OR",
"11575 SW 16TH DR ะ Unit A, 97219 ะ 1/30",11575 sw 16th dr ะ unit a,"11575 sw 16th dr , Portland OR",
"9722 N JERSEY ST, 97203 ะ 1/31",9722 n jersey st,"9722 n jersey st, Portland OR",
"4820 NE RODNEY AVE, 97211 ะ 1/28",4820 ne rodney ave,"4820 ne rodney ave, Portland OR",
"4430 SE CRYSTAL SPRINGS BLVD, 97206 ะ 1/31",4430 se crystal springs blvd,"4430 se crystal springs blvd, Portland OR",
"2031 NE 60TH AVE, 97213 ะ 1/28",2031 ne 60th ave,"2031 ne 60th ave, Portland OR",
"1825 SE SPOKANE ST, 97202 ะ 1/28",1825 se spokane st,"1825 se spokane st, Portland OR",
"3309 SE RAYMOND ST, 97202 ะ 1/28",3309 se raymond st,"3309 se raymond st, Portland OR",
"3125 NE 29TH AVE, 97212 ะ 1/31",3125 ne 29th ave,"3125 ne 29th ave, Portland OR",
"7100 SE CORA ST, 97206 ะ 2/5",7100 se cora st,"7100 se cora st, Portland OR",
"4205 SE 16TH AVE, 97202 ะ 2/6",4205 se 16th ave,"4205 se 16th ave, Portland OR",
"9041 N OSWEGO AVE, 97203 ะ 2/6",9041 n oswego ave,"9041 n oswego ave, Portland OR",
"7539 SW 35TH AVE, 97219 ะ 2/6",7539 sw 35th ave,"7539 sw 35th ave, Portland OR",
"5625 N DEPAUW ST, 97203 ะ 2/6",5625 n depauw st,"5625 n depauw st, Portland OR",
"3419 NE 35TH PL, 97212 ะ 2/5",3419 ne 35th pl,"3419 ne 35th pl, Portland OR",
18100 NW GILLIHAN RD ะ 2/5,18100 nw gillihan rd ะ 2/5,"18100 nw gillihan rd , Portland OR",
"2808 SE BELMONT ST, 97214 ะ 2/4",2808 se belmont st,"2808 se belmont st, Portland OR",
"10654 SW BOONES FERRY RD, 97219 ะ 2/14",10654 sw boones ferry rd,"10654 sw boones ferry rd, Portland OR",
"7124 N RICHMOND AVE, 97203 ะ 2/14",7124 n richmond ave,"7124 n richmond ave, Portland OR",
"3620 SW HILLSIDE DR, 97221 ะ 2/14",3620 sw hillside dr,"3620 sw hillside dr, Portland OR",
"4616 NE SKIDMORE ST, 97218 ะ 2/12",4616 ne skidmore st,"4616 ne skidmore st, Portland OR",
"6129 SW 46TH AVE, 97221 ะ 2/14",6129 sw 46th ave,"6129 sw 46th ave, Portland OR",
"10830 SW 61ST AVE, 97219 ะ 2/18",10830 sw 61st ave,"10830 sw 61st ave, Portland OR",
"715 N BLANDENA ST ะ Unit A, 97217 ะ 2/20",715 n blandena st ะ unit a,"715 n blandena st , Portland OR",
"7409 N OLIN AVE, 97203 ะ 2/19",7409 n olin ave,"7409 n olin ave, Portland OR",
"1714 NE HIGHLAND ST, 97211 ะ 2/20",1714 ne highland st,"1714 ne highland st, Portland OR",
"7966 SE 7TH AVE, 97202 ะ 2/19",7966 se 7th ave,"7966 se 7th ave, Portland OR",
"8811 SE BROOKLYN ST, 97266 ะ 2/21",8811 se brooklyn st,"8811 se brooklyn st, Portland OR",
"4535 SW 60TH PL, 97221 ะ 2/18",4535 sw 60th pl,"4535 sw 60th pl, Portland OR",
"8101 SE LUTHER RD, 97206 ะ 2/25",8101 se luther rd,"8101 se luther rd, Portland OR",
"3552 NE 45TH AVE, 97213 ะ 2/25",3552 ne 45th ave,"3552 ne 45th ave, Portland OR",
"7028 N MOBILE AVE, 97217 ะ 2/26",7028 n mobile ave,"7028 n mobile ave, Portland OR",
"1606 NE GOING ST, 97211 ะ 3/5",1606 ne going st,"1606 ne going st, Portland OR",
"9301 N BURR AVE, 97203 ะ 3/7",9301 n burr ave,"9301 n burr ave, Portland OR",
"4260 SW CARSON ST, 97219 ะ 3/6",4260 sw carson st,"4260 sw carson st, Portland OR",
"7226 N VANCOUVER AVE, 97217 ะ 3/4",7226 n vancouver ave,"7226 n vancouver ave, Portland OR",
"713 N HUMBOLDT ST, 97217 ะ 3/12",713 n humboldt st,"713 n humboldt st, Portland OR",
"1515 SW CARDINELL DR, 97201 ะ 3/13",1515 sw cardinell dr,"1515 sw cardinell dr, Portland OR",
"7087 NE 8TH AVE, 97211 ะ 3/14",7087 ne 8th ave,"7087 ne 8th ave, Portland OR",
"6618 SE HAROLD ST, 97206 ะ 3/14",6618 se harold st,"6618 se harold st, Portland OR",
"2512 SE 58TH AVE, 97206 ะ 3/12",2512 se 58th ave,"2512 se 58th ave, Portland OR",
5825 NE 29TH AVE ะ 3/13,5825 ne 29th ave ะ 3/13,"5825 ne 29th ave , Portland OR",
"5245 SW CUSTER ST, 97219 ะ 3/12",5245 sw custer st,"5245 sw custer st, Portland OR",
"1114 SE REX ST, 97202 ะ 3/20",1114 se rex st,"1114 se rex st, Portland OR",
"8910 SE RHONE ST, 97266 ะ 3/20",8910 se rhone st,"8910 se rhone st, Portland OR",
"7520 SW 51ST AVE, 97219 ะ 3/19",7520 sw 51st ave,"7520 sw 51st ave, Portland OR",
"602 SE 117TH AVE, 97216 ะ 3/20",602 se 117th ave,"602 se 117th ave, Portland OR",
"5024 SE MILL ST, 97215 ะ 3/26",5024 se mill st,"5024 se mill st, Portland OR",
"3646 NE 44TH AVE, 97213 ะ 3/26",3646 ne 44th ave,"3646 ne 44th ave, Portland OR",
"7311 N FISKE AVE, 97203 ะ 3/26",7311 n fiske ave,"7311 n fiske ave, Portland OR",
"1816 SE 50TH AVE, 97215 ะ 3/26",1816 se 50th ave,"1816 se 50th ave, Portland OR",
"611 NE 79TH AVE, 97213 ะ 3/27",611 ne 79th ave,"611 ne 79th ave, Portland OR",
"5732 N INTERSTATE AVE, 97217 ะ 4/1",5732 n interstate ave,"5732 n interstate ave, Portland OR",
"2139 N WATTS ST, 97217 ะ 4/2",2139 n watts st,"2139 n watts st, Portland OR",
"7945 SE RHINE ST, 97206 ะ 4/2",7945 se rhine st,"7945 se rhine st, Portland OR",
"7307 N NEWELL AVE, 97203 ะ 4/2",7307 n newell ave,"7307 n newell ave, Portland OR",
"3407 SE WOODWARD ST, 97202 ะ 4/1",3407 se woodward st,"3407 se woodward st, Portland OR",
"6125 SE HAROLD ST, 97206 ะ 4/1",6125 se harold st,"6125 se harold st, Portland OR",
"6875 SW CAPITOL HILL RD, 97219 ะ 4/9",6875 sw capitol hill rd,"6875 sw capitol hill rd, Portland OR",
"6238 NE 17TH AVE, 97211 ะ 4/10",6238 ne 17th ave,"6238 ne 17th ave, Portland OR",
"204 NE 57TH AVE, 97213 ะ 4/10",204 ne 57th ave,"204 ne 57th ave, Portland OR",
"2025 SE HAROLD ST, 97202 ะ 4/9",2025 se harold st,"2025 se harold st, Portland OR",
"1525 NW 24TH AVE, 97210 ะ 4/9",1525 nw 24th ave,"1525 nw 24th ave, Portland OR",
"1507 NW 24TH AVE, 97210 ะ 4/9",1507 nw 24th ave,"1507 nw 24th ave, Portland OR",
"6205 SE 90TH AVE, 97266 ะ 4/11",6205 se 90th ave,"6205 se 90th ave, Portland OR",
"4046 SE CARUTHERS ST, 97214 ะ 4/10",4046 se caruthers st,"4046 se caruthers st, Portland OR",
"5126 NE 21ST AVE, 97211 ะ 4/14",5126 ne 21st ave,"5126 ne 21st ave, Portland OR",
"4119 SE 92ND AVE, 97266 ะ 4/18",4119 se 92nd ave,"4119 se 92nd ave, Portland OR",
"6020 SE RAYMOND ST, 97206 ะ 4/16",6020 se raymond st,"6020 se raymond st, Portland OR",
"4222 SW ALICE ST, 97219 ะ 4/22",4222 sw alice st,"4222 sw alice st, Portland OR",
"3019 NE M L KING BLVD, 97212 ะ 4/24",3019 ne m l king blvd,"3019 ne m l king blvd, Portland OR",
"5207 SE 80TH AVE, 97206 ะ 4/25",5207 se 80th ave,"5207 se 80th ave, Portland OR",
"6426 NE 22ND AVE, 97211 ะ 4/25",6426 ne 22nd ave,"6426 ne 22nd ave, Portland OR",
"11760 SE WASHINGTON ST, 97216 ะ 4/22",11760 se washington st,"11760 se washington st, Portland OR",
"5108 SE TENINO CT, 97206 ะ 4/28",5108 se tenino ct,"5108 se tenino ct, Portland OR",
"8333 SW 7TH AVE, 97219 ะ 5/1",8333 sw 7th ave,"8333 sw 7th ave, Portland OR",
"8958 N COURTENAY AVE, 97203 ะ 4/29",8958 n courtenay ave,"8958 n courtenay ave, Portland OR",
"1521 NE 41ST AVE, 97232 ะ 5/1",1521 ne 41st ave,"1521 ne 41st ave, Portland OR",
"655 SE 68TH AVE, 97215 ะ 4/29",655 se 68th ave,"655 se 68th ave, Portland OR",
"1936 SE MILLER ST, 97202 ะ 4/30",1936 se miller st,"1936 se miller st, Portland OR",
"11241 NE SACRAMENTO ST, 97220 ะ 4/28",11241 ne sacramento st,"11241 ne sacramento st, Portland OR",
"4821 NE GRAND AVE, 97211 ะ 5/6",4821 ne grand ave,"4821 ne grand ave, Portland OR",
"4304 SE 16TH AVE, 97202 ะ 5/8",4304 se 16th ave,"4304 se 16th ave, Portland OR",
"13708 SE CLAYBOURNE ST, 97236 ะ 5/8",13708 se claybourne st,"13708 se claybourne st, Portland OR",
"4525 NE 34TH AVE, 97211 ะ 5/7",4525 ne 34th ave,"4525 ne 34th ave, Portland OR",
"1212 SE HARNEY ST, 97202 ะ 5/14",1212 se harney st,"1212 se harney st, Portland OR",
"4820 SE BROOKLYN ST, 97206 ะ 5/14",4820 se brooklyn st,"4820 se brooklyn st, Portland OR",
"6123 N GAY AVE, 97217 ะ 5/16",6123 n gay ave,"6123 n gay ave, Portland OR",
"2139 SE TIBBETTS ST, 97202 ะ 5/12",2139 se tibbetts st,"2139 se tibbetts st, Portland OR",
"1427 SW HUME CT, 97219 ะ 5/13",1427 sw hume ct,"1427 sw hume ct, Portland OR",
"6904 N GREENWICH AVE, 97217 ะ 5/21",6904 n greenwich ave,"6904 n greenwich ave, Portland OR",
"3824 NE 8TH AVE, 97212 ะ 5/22",3824 ne 8th ave,"3824 ne 8th ave, Portland OR",
"9213 N OSWEGO AVE, 97203 ะ 5/19",9213 n oswego ave,"9213 n oswego ave, Portland OR",
"1314 NE DEKUM ST, 97211 ะ 5/22",1314 ne dekum st,"1314 ne dekum st, Portland OR",
"2116 NE ROSA PARKS WAY, 97211 ะ 5/23",2116 ne rosa parks way,"2116 ne rosa parks way, Portland OR",
"4744 NE 33RD AVE, 97211 ะ 5/23",4744 ne 33rd ave,"4744 ne 33rd ave, Portland OR",
"8955 N CLARENDON AVE, 97203 ะ 5/19",8955 n clarendon ave,"8955 n clarendon ave, Portland OR",
"7032 NE 15TH AVE, 97211 ะ 5/27",7032 ne 15th ave,"7032 ne 15th ave, Portland OR",
1325 SE CLATSOP ST ะ 5/29,1325 se clatsop st ะ 5/29,"1325 se clatsop st , Portland OR",
"2625 SW TROY ST, 97219 ะ 5/30",2625 sw troy st,"2625 sw troy st, Portland OR",
"8953 N COURTENAY AVE, 97203 ะ 6/5",8953 n courtenay ave,"8953 n courtenay ave, Portland OR",
"5000 SW HUMPHREY BLVD, 97221 ะ 6/2",5000 sw humphrey blvd,"5000 sw humphrey blvd, Portland OR",
"3526 SE 14TH AVE, 97202 ะ 6/6",3526 se 14th ave,"3526 se 14th ave, Portland OR",
"4234 SE 16TH AVE, 97202 ะ 6/6",4234 se 16th ave,"4234 se 16th ave, Portland OR",
"5024 SE MILL ST, 97215 ะ 6/4",5024 se mill st,"5024 se mill st, Portland OR",
"3330 NE SHAVER ST, 97212 ะ 6/9",3330 ne shaver st,"3330 ne shaver st, Portland OR",
"8448 SE 60TH AVE, 97206 ะ 6/10",8448 se 60th ave,"8448 se 60th ave, Portland OR",
"4025 NE RODNEY AVE, 97212 ะ 6/9",4025 ne rodney ave,"4025 ne rodney ave, Portland OR",
"3623 NE 14TH AVE, 97212 ะ 6/16",3623 ne 14th ave,"3623 ne 14th ave, Portland OR",
"11062 SW 16TH DR, 97219 ะ 6/18",11062 sw 16th dr,"11062 sw 16th dr, Portland OR",
"1627 NW 32ND AVE, 97210 ะ 6/16",1627 nw 32nd ave,"1627 nw 32nd ave, Portland OR",
"5041 SE ELLIS ST, 97206 ะ 6/16",5041 se ellis st,"5041 se ellis st, Portland OR",
"6815 N HAIGHT AVE, 97217 ะ 6/19",6815 n haight ave,"6815 n haight ave, Portland OR",
"3764 SE STEPHENS ST, 97214 ะ 6/25",3764 se stephens st,"3764 se stephens st, Portland OR",
"5119 NE 35TH AVE, 97211 ะ 7/2",5119 ne 35th ave,"5119 ne 35th ave, Portland OR",
"3203 SW SPRING GARDEN ST, 97219 ะ 7/2",3203 sw spring garden st,"3203 sw spring garden st, Portland OR",
"4415 NE 73RD AVE, 97218 ะ 6/30",4415 ne 73rd ave,"4415 ne 73rd ave, Portland OR",
"15902 SE ALDER ST, 97233 ะ 7/3",15902 se alder st,"15902 se alder st, Portland OR",
"10829 NW FRONT AVE, 97231 ะ 7/7 ะ duplex",10829 nw front ave,"10829 nw front ave, Portland OR",
"691 NE SKIDMORE ST, 97211 ะ duplex",691 ne skidmore st,"691 ne skidmore st, Portland OR",
"7224 N BOSTON AVE, 97217 ะ 7/9",7224 n boston ave,"7224 n boston ave, Portland OR",
"5129 SE ELLIS ST, 97206 ะ 7/9",5129 se ellis st,"5129 se ellis st, Portland OR",
"16542 SE STEPHENS ST, 97233 ะ 7/11",16542 se stephens st,"16542 se stephens st, Portland OR",
"307 NE 160TH AVE, 97230 ะ 7/11",307 ne 160th ave,"307 ne 160th ave, Portland OR",
15322 NW SAUVIE ISLAND RD ะ 7/11,15322 nw sauvie island rd ะ 7/11,"15322 nw sauvie island rd , Portland OR",
"7434 SE CENTER ST, 97206 ะ 7/8",7434 se center st,"7434 se center st, Portland OR",
"325 NE 57TH AVE, 97213 ะ 7/7",325 ne 57th ave,"325 ne 57th ave, Portland OR",
"7405 N OLIN AVE, 97203 ะ 7/9",7405 n olin ave,"7405 n olin ave, Portland OR",
"10837 NW FRONT AVE, 97231 ะ 7/7",10837 nw front ave,"10837 nw front ave, Portland OR",
"8137 SE ASH ST, 97215 ะ 7/8",8137 se ash st,"8137 se ash st, Portland OR",
"8125 SE ASH ST, 97215 ะ 7/8 ะ 150",8125 se ash st,"8125 se ash st, Portland OR",
"5528 SE INSLEY ST, 97206 ะ 7/9",5528 se insley st,"5528 se insley st, Portland OR",
"3614 NE RODNEY AVE, 97212 ะ 7/14",3614 ne rodney ave,"3614 ne rodney ave, Portland OR",
"5503 SE HENDERSON ST, 97206 ะ 7/15",5503 se henderson st,"5503 se henderson st, Portland OR",
"3620 SE RURAL ST, 97202 ะ 7/15",3620 se rural st,"3620 se rural st, Portland OR",
1835 SE CLATSOP ST ะ 7/25,1835 se clatsop st ะ 7/25,"1835 se clatsop st , Portland OR",
"5212 NE 28TH AVE, 97211 ะ 7/24",5212 ne 28th ave,"5212 ne 28th ave, Portland OR",
"426 NE 81ST AVE, 97213 ะ 7/21",426 ne 81st ave,"426 ne 81st ave, Portland OR",
"8109 SE LAMBERT ST, 97206 ะ 7/23",8109 se lambert st,"8109 se lambert st, Portland OR",
"8424 SW 57TH AVE ะ Unit A, 97219 ะ 7/24",8424 sw 57th ave ะ unit a,"8424 sw 57th ave , Portland OR",
"8527 SE CLINTON ST, 97266 ะ 7/25",8527 se clinton st,"8527 se clinton st, Portland OR",
"2025 NE 55TH AVE, 97213 ะ 7/24",2025 ne 55th ave,"2025 ne 55th ave, Portland OR",
"3805 SE 31ST AVE, 97202 ะ 7/22",3805 se 31st ave,"3805 se 31st ave, Portland OR",
"12743 SW 22ND AVE, 97034 ะ 7/23",12743 sw 22nd ave,"12743 sw 22nd ave, Portland OR",
"416 NE 81ST AVE, 97213 ะ 7/21",416 ne 81st ave,"416 ne 81st ave, Portland OR",
"2924 SE 145TH AVE, 97236 ะ 8/1",2924 se 145th ave,"2924 se 145th ave, Portland OR",
"3806 SE RURAL ST, 97202 ะ 7/31",3806 se rural st,"3806 se rural st, Portland OR",
"3519 N ALBINA AVE, 97227 ะ 7/31",3519 n albina ave,"3519 n albina ave, Portland OR",
"4133 N KERBY AVE, 97217 ะ 7/30",4133 n kerby ave,"4133 n kerby ave, Portland OR",
"8072 SE 6TH AVE, 97202 ะ 7/29",8072 se 6th ave,"8072 se 6th ave, Portland OR",
"6531 SE 21ST AVE, 97202 ะ 8/1",6531 se 21st ave,"6531 se 21st ave, Portland OR",
"11225 NE PRESCOTT ST, 97220 ะ 8/1",11225 ne prescott st,"11225 ne prescott st, Portland OR",
"8315 NE BRAZEE ST, 97220 ะ 8/8",8315 ne brazee st,"8315 ne brazee st, Portland OR",
"5264 SE 69TH AVE, 97206 ะ 8/8",5264 se 69th ave,"5264 se 69th ave, Portland OR",
"6416 NE 35TH AVE, 97211 ะ 8/6",6416 ne 35th ave,"6416 ne 35th ave, Portland OR",
"3832 SE WOODSTOCK BLVD, 97202 ะ 8/6",3832 se woodstock blvd,"3832 se woodstock blvd, Portland OR",
"4419 SW FLOWER ST, 97221 ะ 8/7",4419 sw flower st,"4419 sw flower st, Portland OR",
"3206 NE GLISAN ST, 97232 ะ 8/15",3206 ne glisan st,"3206 ne glisan st, Portland OR",
"315 NE 57TH AVE, 97213 ะ 8/13",315 ne 57th ave,"315 ne 57th ave, Portland OR",
"8109 SE LAMBERT ST, 97206 ะ 8/15",8109 se lambert st,"8109 se lambert st, Portland OR",
"7110 SE REED COLLEGE PL, 97202 ะ 8/13",7110 se reed college pl,"7110 se reed college pl, Portland OR",
"3960 NE CESAR E CHAVEZ BLVD, 97212 ะ 8/11",3960 ne cesar e chavez blvd,"3960 ne cesar e chavez blvd, Portland OR",
"5135 NE 112TH AVE, 97220 ะ 8/12",5135 ne 112th ave,"5135 ne 112th ave, Portland OR",
"3524 SW LOGAN ST, 97219 ะ 8/18",3524 sw logan st,"3524 sw logan st, Portland OR",
"1516 SE 117TH AVE, 97216 ะ 8/25",1516 se 117th ave,"1516 se 117th ave, Portland OR",
"6209 SW 21ST AVE, 97201 ะ 8/25",6209 sw 21st ave,"6209 sw 21st ave, Portland OR",
"7104 NE SISKIYOU ST, 97213 ะ 8/25",7104 ne siskiyou st,"7104 ne siskiyou st, Portland OR",
"1917 SE 37TH AVE, 97214 ะ 8/25",1917 se 37th ave,"1917 se 37th ave, Portland OR",
"1807 SW MARKET ST, 97201 ะ 9/3",1807 sw market st,"1807 sw market st, Portland OR",
"1811 SW MARKET ST, 97201 ะ 9/3",1811 sw market st,"1811 sw market st, Portland OR",
"7411 N IDA AVE, 97203 ะ 9/2",7411 n ida ave,"7411 n ida ave, Portland OR",
"2301 SE 77TH AVE, 97215 ะ 9/3",2301 se 77th ave,"2301 se 77th ave, Portland OR",
"3003 NE DEKUM ST, 97211 ะ 9/2",3003 ne dekum st,"3003 ne dekum st, Portland OR",
"1248 SW HUME CT, 97219 ะ 9/3",1248 sw hume ct,"1248 sw hume ct, Portland OR",
"2248 NE GLISAN ST, 97232 ะ 9/10",2248 ne glisan st,"2248 ne glisan st, Portland OR",

